"artigo";"PR";"DIST";"COR";"VAR";"HIST";"MEAN";"MODE";"QTLE";"SD";"UN";"OUT";"CV";"SKEW";"KURT";"DVIZ";"VRBL";"EXP";"RND";"SMP";"MC";"PCA";"REG"
"14053-73-11044-1-10-20210301.txt";4;0;0;0;0;2;0;0;0;0;0;0;0;0;10;0;3;1;0;0;0;2
"14054-73-11045-1-10-20210301.txt";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"14055-73-11046-1-10-20210301.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;1;1;0;0;0
"14056-73-11047-1-10-20210301.txt";1;1;0;0;0;7;0;0;0;0;0;0;0;0;1;0;15;0;7;0;0;0
"14057-73-11048-1-10-20210301.txt";0;0;0;0;0;6;0;0;1;0;0;0;0;0;2;0;6;0;0;0;0;4
"14058-73-11049-1-10-20210301.txt";0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;10;0;0;0;0;0
"14059-73-11050-1-10-20210301.txt";1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0
"14060-73-11051-1-10-20210301.txt";4;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;5;0;0;0;0;0
"14061-73-11052-1-10-20210301.txt";0;0;0;0;0;9;0;0;0;0;0;3;0;0;1;0;6;0;0;0;0;0
"14062-73-11053-1-10-20210301.txt";0;0;0;0;0;2;0;0;0;0;0;3;0;0;5;0;4;0;0;0;0;0
"14063-73-11054-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;6;2;0;0;0;0
"14064-73-11055-1-10-20210301.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0
"14065-73-11056-1-10-20210301.txt";0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;13;4;3;0;0;0
"14066-73-11057-1-10-20210301.txt";0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;8;1;0;0;0;0
"14067-73-11058-1-10-20210301.txt";0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;3;0;1;0;0;0
"14068-73-11059-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;15
"14069-73-11060-1-10-20210301.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;8;2;2;0;0;4
"14070-73-11061-1-10-20210301.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
"14071-73-11062-1-10-20210301.txt";0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;8;11;4;0;0;2
"14072-73-11063-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;17;0;0;0;0;0
"14073-73-11064-1-10-20210301.txt";0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0
"14074-73-11065-1-10-20210301.txt";0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
"14075-73-11066-1-10-20210301.txt";0;0;8;7;0;5;0;0;1;0;0;0;0;0;13;0;7;2;8;0;4;0
"14076-73-11067-1-10-20210301.txt";0;0;0;4;0;7;0;6;0;0;13;0;0;0;8;0;17;1;0;0;0;0
"14077-73-11068-1-10-20210301.txt";0;0;0;0;0;14;0;0;1;0;0;0;0;0;0;0;7;1;0;0;0;0
"14078-73-11069-1-10-20210301.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;10;16;1;1;0;16
"14079-73-11070-1-10-20210301.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;19;0;0;0;0;0
"14080-73-11071-1-10-20210301.txt";3;0;0;0;0;6;0;0;1;0;0;0;0;0;7;0;5;10;0;0;0;0
"14081-73-11072-1-10-20210301.txt";0;0;0;0;0;3;0;0;1;0;2;0;0;0;5;0;10;3;7;2;0;0
