"artigo";"PR";"DIST";"COR";"VAR";"HIST";"MEAN";"MODE";"QTLE";"SD";"UN";"OUT";"CV";"SKEW";"KURT";"DVIZ";"VRBL";"EXP";"RND";"SMP";"MC";"PCA";"REG"
"18746-73-15065-1-10-20220203.txt";0;0;0;0;0;1;4;0;0;0;0;0;0;0;4;0;16;0;0;0;0;0
"18747-73-15066-1-10-20220203.txt";1;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0
"18748-73-15067-1-10-20220203.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;4;1;0;0;0;0
"18749-73-15068-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;5;1;0;0;0;0
"18750-73-15069-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0
"18751-73-15070-1-10-20220203.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;17;0;5;0;0;0;0;0
"18752-73-15071-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;0;0;0
"18753-73-15072-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
"18754-73-15073-1-10-20220203.txt";0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;0
"18755-73-15074-1-10-20220203.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;6;0;8;0;3;0;0;0
"18756-73-15075-1-10-20220203.txt";1;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"18757-73-15076-1-10-20220203.txt";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0
"18758-73-15077-1-10-20220203.txt";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0
"18759-73-15078-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;14;1;2;0;0;0
"18760-73-15079-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"18761-73-15080-1-10-20220203.txt";0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;0;5;1;0;1;0;0
"18762-73-15081-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;1;0;0;0;0;0
"18763-73-15082-1-10-20220203.txt";0;0;0;1;0;2;0;0;0;0;0;0;0;0;2;0;1;11;0;0;0;0
"18764-73-15083-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;9;0;0;0;0;0
"18765-73-15084-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;11;0;0;0;0;0
"18766-73-15085-1-10-20220203.txt";0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;17;0;0;0;0;0
