"artigo";"BW";"BPS";"OBERR";"EFF";"MTTF";"MTTR";"FLOPS";"IPS";"IOPS";"NNOPS";"TPUT";"TIME";"RPS";"PPS";"TPS";"UTIL";"AVAIL";"UPDWT";"LAT";"SPDU"
"18746-73-15065-1-10-20220203.txt";0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
"18747-73-15066-1-10-20220203.txt";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;15;23
"18748-73-15067-1-10-20220203.txt";0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;17;0;0;0;0
"18749-73-15068-1-10-20220203.txt";1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;3;0;0;16;0
"18750-73-15069-1-10-20220203.txt";0;0;1;11;0;0;0;0;0;0;0;25;0;0;0;2;0;0;0;12
"18751-73-15070-1-10-20220203.txt";6;2;2;2;0;0;2;0;0;0;0;14;0;0;0;5;0;0;1;0
"18752-73-15071-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;18;6;0;0;0
"18753-73-15072-1-10-20220203.txt";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0
"18754-73-15073-1-10-20220203.txt";0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"18755-73-15074-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;1;0
"18756-73-15075-1-10-20220203.txt";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"18757-73-15076-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1;0
"18758-73-15077-1-10-20220203.txt";1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;3;0;1;0
"18759-73-15078-1-10-20220203.txt";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"18760-73-15079-1-10-20220203.txt";0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0
"18761-73-15080-1-10-20220203.txt";0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;2;0
"18762-73-15081-1-10-20220203.txt";0;0;0;3;0;0;0;0;0;0;2;14;0;0;0;9;0;0;0;0
"18763-73-15082-1-10-20220203.txt";0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;9
"18764-73-15083-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;2
"18765-73-15084-1-10-20220203.txt";0;0;4;1;0;0;0;0;0;0;0;27;0;0;0;1;0;0;1;2
"18766-73-15085-1-10-20220203.txt";0;0;0;0;0;0;0;0;0;0;3;21;0;0;0;16;0;0;0;0
