"artigo";"HT";"TTST";"CST";"FISH";"HKDT";"LEVE";"BART";"SWT";"KSTST";"FTST";"WSRT";"ANOVA";"ZTST";"THSD";"UTST";"KWTST";"HYPT";"SL";"CI";"PVAL"
"14053-73-11044-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14054-73-11045-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14055-73-11046-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14056-73-11047-1-10-20210301.txt";2;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"14057-73-11048-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14058-73-11049-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14059-73-11050-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14060-73-11051-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14061-73-11052-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14062-73-11053-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14063-73-11054-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14064-73-11055-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14065-73-11056-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0
"14066-73-11057-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14067-73-11058-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14068-73-11059-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14069-73-11060-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14070-73-11061-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14071-73-11062-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14072-73-11063-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14073-73-11064-1-10-20210301.txt";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"14074-73-11065-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14075-73-11066-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14076-73-11067-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;3
"14077-73-11068-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14078-73-11069-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14079-73-11070-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14080-73-11071-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14081-73-11072-1-10-20210301.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
