"artigo";"BW";"BPS";"OBERR";"EFF";"MTTF";"MTTR";"FLOPS";"IPS";"IOPS";"NNOPS";"TPUT";"TIME";"RPS";"PPS";"TPS";"UTIL";"AVAIL";"UPDWT";"LAT";"SPDU"
"18507-73-14898-1-10-20211220.txt";3;0;1;2;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;26
"18508-73-14899-1-10-20211220.txt";5;0;1;3;0;0;0;0;0;0;0;20;0;0;0;11;0;0;1;22
"18509-73-14900-1-10-20211220.txt";0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;8
"18510-73-14901-1-10-20211220.txt";0;0;1;4;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;12
"18511-73-14902-1-10-20211220.txt";0;1;0;0;0;0;0;0;0;1;0;18;0;0;0;0;2;0;0;0
"18512-73-14903-1-10-20211220.txt";0;0;5;3;0;0;1;0;0;0;0;28;0;0;0;1;1;0;0;0
"18513-73-14904-1-10-20211220.txt";0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18514-73-14905-1-10-20211220.txt";0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"18515-73-14906-1-10-20211220.txt";0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0
"18516-73-14907-1-10-20211220.txt";0;0;3;0;0;0;0;0;0;0;0;12;0;0;0;2;0;0;1;1
"18517-73-14908-1-10-20211220.txt";8;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;2
"18518-73-14909-1-10-20211220.txt";0;0;0;30;0;0;0;0;0;0;0;23;0;0;0;2;0;0;0;12
"18519-73-14910-1-10-20211220.txt";0;2;0;1;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;6
"18520-73-14911-1-10-20211220.txt";0;0;0;0;0;0;0;0;0;0;0;29;1;0;0;0;9;0;4;0
"18521-73-14912-1-10-20211220.txt";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"18522-73-14913-1-10-20211220.txt";0;0;12;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"18523-73-14914-1-10-20211220.txt";1;1;0;4;0;0;0;0;1;0;0;24;0;0;0;1;0;0;0;1
"18524-73-14915-1-10-20211220.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18525-73-14916-1-10-20211220.txt";2;0;8;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0
"18526-73-14917-1-10-20211220.txt";0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;4
"18527-73-14918-1-10-20211220.txt";0;2;0;0;0;0;0;0;0;0;4;10;0;0;0;3;0;0;0;4
