"artigo";"BW";"BPS";"OBERR";"EFF";"MTTF";"MTTR";"FLOPS";"IPS";"IOPS";"NNOPS";"TPUT";"TIME";"RPS";"PPS";"TPS";"UTIL";"AVAIL";"UPDWT";"LAT";"SPDU"
"17261-73-13852-1-10-20210922.txt";0;0;0;1;0;0;0;3;0;0;0;10;0;0;0;2;0;0;1;0
"17262-73-13853-1-10-20210922.txt";2;0;55;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;1
"17263-73-13854-1-10-20210922.txt";0;0;1;1;0;0;0;0;0;0;0;9;0;0;0;2;0;0;19;0
"17264-73-13855-1-10-20210922.txt";0;0;1;1;0;0;0;0;0;0;10;3;0;0;0;1;1;0;3;0
"17265-73-13856-1-10-20210922.txt";0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;4;2;0;0;0
"17266-73-13857-1-10-20210922.txt";0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;4;1;0;2;0
"17267-73-13858-1-10-20210922.txt";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0
"17268-73-13859-1-10-20210922.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
"17269-73-13860-1-10-20210922.txt";8;0;6;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;2;2
"17270-73-13861-1-10-20210922.txt";0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;3;0;0;1;4
"17271-73-13862-1-10-20210922.txt";0;0;0;1;0;0;0;0;0;0;0;20;0;0;0;0;3;0;0;2
"17272-73-13863-1-10-20210922.txt";0;0;8;0;0;0;0;0;0;0;3;12;0;0;0;1;1;0;2;7
"17273-73-13864-1-10-20210922.txt";0;0;1;0;0;0;0;0;0;0;1;17;0;0;0;8;0;0;0;0
"17274-73-13865-1-10-20210922.txt";0;2;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
"17275-73-13866-1-10-20210922.txt";0;0;0;9;0;0;0;0;0;0;0;6;0;0;0;3;0;0;0;20
