"artigo";"PR";"DIST";"COR";"VAR";"HIST";"MEAN";"MODE";"QTLE";"SD";"UN";"OUT";"CV";"SKEW";"KURT";"DVIZ";"VRBL";"EXP";"RND";"SMP";"MC";"PCA";"REG"
"21751.txt";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"21752.txt";0;0;0;0;0;1;0;0;1;0;1;0;0;0;3;0;14;0;0;0;0;0
"21753.txt";0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0
"21754.txt";5;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;19;0;2;0;0;0
"21755.txt";0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;5;0;0;0;0;0
"21756.txt";0;0;0;2;0;13;0;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0
"21757.txt";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;1;1;0;0
"21758.txt";0;1;0;0;3;3;0;0;0;0;0;0;0;0;1;0;11;2;0;0;0;0
"21759.txt";2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0
"21760.txt";0;0;1;0;0;12;0;0;1;0;0;0;0;0;2;1;10;3;30;0;0;8
"21761.txt";0;0;0;1;0;19;1;0;9;0;0;0;0;0;0;0;9;1;0;0;0;0
"21762.txt";1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;0
"21763.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
"21764.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;25;1;1;0;0;0
"21765.txt";0;0;4;1;0;4;0;0;0;1;0;0;0;0;0;3;8;8;7;0;0;3
"21766.txt";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;9;2;0;0;0;0
"21767.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;8;2;19;0;0;0
"21768.txt";4;0;0;0;0;3;0;2;0;0;0;0;0;0;1;0;21;3;4;0;0;1
"21769.txt";0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;0;1;4;0;0;0;0
"21770.txt";0;0;0;0;7;2;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0
"21771.txt";0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;22;2;0;0;0;0
"21772.txt";0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1
"21773.txt";0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;16;1;0;0;0;0
"21774.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;3;0;0;0
"21775.txt";0;0;16;0;0;6;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0;15
"21776.txt";0;0;0;4;4;0;0;3;0;0;1;0;0;0;5;0;27;20;0;0;0;0
