"artigo";"PR";"DIST";"COR";"VAR";"HIST";"MEAN";"MODE";"QTLE";"SD";"UN";"OUT";"CV";"SKEW";"KURT";"DVIZ";"VRBL";"EXP";"RND";"SMP";"MC";"PCA";"REG"
"16767-73-13506-1-10-20210730.txt";1;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;5;0;1;0;0;0
"16768-73-13507-1-10-20210730.txt";0;4;0;0;0;2;0;0;1;0;0;3;0;0;13;0;11;8;43;0;0;0
"16769-73-13508-1-10-20210730.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;2;3;0;0;0;0
"16770-73-13509-1-10-20210730.txt";1;0;0;2;0;6;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;1
"16771-73-13510-1-10-20210730.txt";0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"16772-73-13511-1-10-20210730.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
"16773-73-13512-1-10-20210730.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0
"16774-73-13513-1-10-20210730.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;10;0;0;0;0;0
"16775-73-13514-1-10-20210730.txt";0;0;0;0;0;3;0;0;2;0;0;0;0;0;9;0;8;0;0;0;0;0
"16776-73-13515-1-10-20210730.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;4;0;0;0;0
"16777-73-13516-1-10-20210730.txt";0;0;0;0;1;11;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0
"16778-73-13517-1-10-20210730.txt";0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"16779-73-13518-1-10-20210730.txt";15;0;2;0;0;5;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;1
"16780-73-13519-1-10-20210730.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0
"16781-73-13520-1-10-20210730.txt";0;0;0;0;0;9;0;13;0;0;0;0;0;0;0;0;6;1;0;0;0;1
"16782-73-13521-1-10-20210730.txt";0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;25;0;0;3;0;0
"16783-73-13522-1-10-20210730.txt";0;0;0;0;0;4;0;0;0;0;0;0;0;0;6;0;11;0;0;0;0;0
"16784-73-13523-1-10-20210730.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;9;2;0;0;0;0
"16785-73-13524-1-10-20210730.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0
"16786-73-13525-1-10-20210730.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;13;3;0;1;0;0
