"artigo";"BW";"BPS";"OBERR";"EFF";"MTTF";"MTTR";"FLOPS";"IPS";"IOPS";"NNOPS";"TPUT";"TIME";"RPS";"PPS";"TPS";"UTIL";"AVAIL";"UPDWT";"LAT";"SPDU"
"234-73-245-1983-2-20171017.txt";0;1;0;3;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0
"235-73-246-1984-2-20171017.txt";0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2
"236-73-247-1985-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0
"237-73-248-1986-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;1
"238-73-249-1987-2-20171017.txt";0;0;0;4;0;0;0;0;0;0;0;21;0;0;0;1;0;0;1;7
"239-73-250-1988-2-20171017.txt";3;0;0;4;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;9
"240-73-251-1989-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;15
"241-73-252-1990-2-20171017.txt";0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;27
"242-73-253-1991-2-20171017.txt";0;0;1;2;0;0;0;0;0;0;0;21;0;0;0;1;1;0;2;1
"243-73-254-1992-2-20171017.txt";0;0;0;1;0;0;0;0;0;0;3;8;0;0;0;1;1;0;2;14
"244-73-255-1993-2-20171017.txt";0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0
"245-73-256-1994-2-20171017.txt";5;1;1;0;0;0;0;0;0;0;4;7;0;0;0;3;0;0;0;0
"246-73-257-1995-2-20171017.txt";0;0;0;3;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0
"247-73-258-1996-2-20171017.txt";0;0;1;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;18
"248-73-259-1997-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;0;0;0;3
"249-73-260-1998-2-20171017.txt";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;4;0;0;0
"250-73-261-1999-2-20171017.txt";0;0;0;3;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;7
"251-73-262-2000-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
"252-73-263-2001-2-20171017.txt";1;0;0;0;0;0;0;0;0;0;0;15;3;0;0;7;0;0;0;0
"253-73-264-2002-2-20171017.txt";4;5;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1
"254-73-265-2003-2-20171017.txt";0;0;2;5;0;0;0;0;0;0;0;9;0;0;0;4;0;0;1;0
"255-73-266-2004-2-20171017.txt";3;6;4;0;0;0;0;0;0;0;10;2;0;0;0;2;0;0;19;0
"256-73-267-2005-2-20171017.txt";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"257-73-268-2006-2-20171017.txt";0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;15
"258-73-269-2007-2-20171017.txt";0;0;3;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;13
"259-73-270-2030-2-20171017.txt";1;0;5;0;0;0;0;0;0;0;0;33;0;0;0;2;0;0;0;0
